Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ams_ekman_dredge,AMS Ekman Dredge,<p>The AMS all stainless steel Ekman dredge is spring-loaded with a messenger that travels down the rope and trips the dredge to close.</p>,AMS,Equipment,"Esale, Rental, Soil Analysis, Soil Sampling",true,Title,Default Title,,,,,'61193,0.0,,deny,manual,0.00,,false,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1384.jpg?v=1592516174,1,,false,,,,,,,,,,,,,,,,,lb,,,active
danatronics_boreseye_2030,Danatronics BoresEye 2030,"<p>Danatronics' new BoresEye DC series of non-articulating video probes offer unsurpassed image quality, portability, documentation and affordablility. The DC series of waterproof CCD cameras are available in 5.5mm, 6.0mm, 8.0mm and 11.0mm. The BoresEye can save stills and video on SD cards with easy export to your computer to document all your critical video inspections. The BoresEye also offers long battery life, a 3/5"" high resolution TFT display, video output and variable lighting.</p>",Danatronics NDT,Equipment,"Esale, Rental, Videoscopes & Borescopes",true,Title,Default Title,,,,,'54973,0.0,,deny,manual,0.00,,false,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1383.jpg?v=1592516173,1,,false,,,,,,,,,,,,,,,,,lb,,,active
grey_instruments_portable_area_velocity_flow_meter_manta_ray,Greyline Instruments Portable Area-Velocity Flow Meter - Manta Ray,"<p>	The MantaRay Portable Area-Velocity Flow Meter measures flow in open channels, partially filled and surcharged pipes using an ultrasonic sensor. It's designed for monitoring stormwater, sewage, industrial effluent, irrigation water and natural streams. The MantaRay displays and datalogs flow rate and total flow and connects to samplers, SCADA and telemetry systems.</p><p>	Calibration is simple: enter the pipe diameter or channel dimensions and the MantaRay automatically computes and displays the flow rate and total on its backlit LCD display. Mount the sensor at the bottom of the pipe or channel and hang the IP67 electronics case above the high water level.</p><p>	<strong>Hydrodynamic Ultrasonic Sensor</strong></p><p>	The MantaRay uses a submerged ultrasonic sensor to continuously measure flow or reverse flow in open channels, partially filled or surcharged pipes. The sensor is a completely sealed ultrasonic unit with no orifices or ports. It is hydrodynamically shaped and designed to shed deposits and stringers for reliable operation in sewage, stormwater and stream flow applications.</p><p>	The QZ02L sensor mounts inside the pipe or at the bottom of an open channel. No special compounds, tools or hardware are required. A stainless steel mounting bracket is included and a size range of optional pipe bands are available for sensor installation in manholes.</p>",Pine Environmental,Equipment,"Esale, Rental, Water Flow Meters",true,Title,Default Title,,,,,'54892,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1382.jpg?v=1592516172,1,,false,,,,,,,,,,,,,,,,,lb,,,active
inficon_datafid_portable_flame_ionization_detector_for_leak_detection_and_r,Inficon DataFID Portable Flame Ionization Detector for Leak Detection and Repair (LDAR),"<p>LDAR programs have been implemented to identify unintended volatile organic compound (VOC) leaks in various components used in refinery and industrial processes. LDAR programs consist of specified monitoring requirements for both frequency of testing and the level of emissions from a given component type, such as a valve, connector or pump.   US EPA Method 21 outlines the protocol to be followed when conducting LDAR operations, and intrinsically safe flame ionization detection (FID) technology is specified in Method 21 for VOC leak detection.</p>
<p> </p>
<p>DataFID is a portable, intrinsically safe flame ionization detector that can reliably measure VOCs in a potentially hazardous environment. DataFID has built in Bluetooth ® wireless technology for fast data download to a handheld datalogging PDA.   An external Bluetooth antenna is installed to boost wireless coverage and minimize signal interference.   The revolutionary Hydrostik™ metal hydride hydrogen fuel cylinder provides high purity, low pressure (80 psi) hydrogen to DataFID for continuous VOC monitoring. This conveniently-sized, lightweight refillable cylinder provides 10 hours of hydrogen supply and can easily fit in a pocket.   These features, along with its rugged chassis and long battery life, make DataFID the ideal instrument for Leak Detection and Repair operations in a refinery or industrial process.<br><br> DataFID is designed to meet and exceed US EPA Method 21 requirements, providing reliable measurement data for LDAR operation. A Method 21 mode allows users to pre-program sampling points and leak definitions to use for specific locations, or enter the location manually after each data point has been collected. Additionally, DataFID is compatible with common LDAR software packages, including Guideware™ and LeakDAS ®.</p>
<p> </p>",Pine Environmental,Equipment,"FIDs and VOC Detectors, Flame Ionization Detectors (FIDs), Gas Leak Detection, PIDs, VOC Detectors (PIDs & FIDs), Walker Delete",false,Title,Default Title,,,,,"",0.0,,deny,manual,0.00,,false,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1380.jpg?v=1592516171,1,,false,,,,,,,,,,,,,,,,,lb,,,active
olympus_chainscanner_xy38,Olympus ChainSCANNER XY38,"<p>	The ChainSCANNER XY38 provides a manual pipe-inspection solution for pipes ranging from 45 mm to 965 mm OD (1.75 to 38 in. OD). The scanner, held by chain links instead of magnetic wheels, is well suited for weld or corrosion inspection on various material types, using UT, TOFD, and PA technologies.</p><p>	The ChainSCANNER XY38 facilitates the manual inspection of pipes with outside diameters of 45 mm to 965 mm (1.75 in. to 38 in.), offering the possibility for two-axis encoding. The scanner, which is held by chain links instead of magnetic wheels, is able to inspect ferromagnetic or nonferromagnetic surfaces. The chain links also help ensure a straight displacement of the scanner by eliminating steering problems. Finally, it is useful when the area around the pipe is difficult to access as the scanner can be rotated around the pipe using the chain links.</p>",Pine Environmental,Equipment,"Esale, Rental, Ultrasonic Flaw Detectors & Phased Array Systems, Ultrasonic Magnetic Scanners",true,Title,Default Title,,,,,'55062,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1379.jpg?v=1592516169,1,,false,,,,,,,,,,,,,,,,,lb,,,active
jmet_technologies_portable_4_or_6mm_four_way_articulating_video_probe,JME Technologies Portable 4 or 6mm Four Way Articulating Video Probe,"<p> Portable and versatile video borescope with joy stick controlled 4 way articulation, adjustable light probe output designed to make inspections easy and quick. Capture your information directly to the onboard SD card and generate characters to document all information.<br><br> Up to 32GB SD card supported, 1.5 to 6m length cables available. Joystick controlled 4 Way articulation 360 degrees. Waterproof cable for industrial inspections. Lithium ion clip in battery holds up to a 6 hour charge.<br><br> Image captures 32GB SD card, captures thousands of single images or over 1 hour of full video. Able to USB interface directly to computer or larger monitor. Offers a wide variety of features designed to make your inspections easier.</p><p></p>",Pine Environmental,Equipment,"Esale, Rental, Videoscopes & Borescopes",true,Title,Default Title,,,,,'55696,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1378.jpg?v=1592516168,1,,false,,,,,,,,,,,,,,,,,lb,,,active
teledyne_isco_2150_area_velocity,ISCO 2150 Area Velocity Module,"<p>	The 2150 Flow Module uses continuous wave Doppler technology to measure mean velocity. The sensor transmits a continuous ultrasonic wave, then measures the frequency shift of returned echoes reflected by air bubbles or particles in the flow.</p><p>	The 2150's ""smart"", area velocity probe is built on digital electronics, so the analog level is digitized in the sensor itself to overcome electromagnetic interference. The probe is also factory-calibrated for 10-foot (3 meter) span at different temperatures. This built-in calibration eliminates drift in the level signal, providing long-term level stability that reduces recalibration frequency and completely eliminates span recalibration.</p><p>	In field use, the 2150 is typically powered either by two alkaline, or Isco Rechargeable Lead-acid batteries, within a 2191 Battery Module. Highly efficient power management extends battery life up to 15 months at 15-minute data storage intervals. Other power options (including solar) are available.</p>",Pine Environmental,Equipment,"Composite / Grab Samplers, Composite Samplers, Esale, Rental",true,Title,Default Title,,,,,'51783,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1377.jpg?v=1592516166,1,,false,,,,,,,,,,,,,,,,,lb,,,active
allerair_5000_vocarb,AllerAir 5000 Vocarb,"<p>Medical-grade HEPA to remove 99.97% of airborne particles (pollen dust mold bacteria viruses pet dander) down to 0.3 microns in size. The unit also features an 18 lb. activated carbon filter that uses a specially-blended activated carbon mix to remove VOCs (volatile organic compounds) which are the most common and lethal chemicals in the home.</p>
<p><strong>Why AllerAir Air Purifiers</strong><br> <br> Backed by unparalleled expertise in air quality control and a superior filtration system AllerAir air cleaners are individually customized to target the airborne pollutants of concern in the environment.  Our units offer more filtration media than any other manufacturer with the deepest carbon bed filters for chemicals gases and odors and superior medical-grade HEPA filters for particle control.</p>
<p><strong>Cleaner Indoor Air</strong><br> <br> Clean air is recognized as a vital component for overall comfort workplace health and safety as well as productivity.  According to research from leading organizations like the EPA WHO and Health Canada indoor air pollution may pose more of a public health risk in North America than outdoor air pollution.</p>
<p><strong>Green Features</strong></p>
<p>All-metal housing<br> Ozone-free filtration technology<br> Energy Efficient<br> Refillable carbon canisters<br> Styrofoam free<br> North American sourced parts and material<br> North American assembly<br>   </p>",Pine Environmental,Equipment,Esale Indoor Air Quality Rental,true,Title,Default Title,,,,,'51378,0.0,,deny,manual,0.00,,false,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1376.jpg?v=1592516165,1,,false,,,,,,,,,,,,,,,,,lb,,,active
spectroline_bib_150p_built_in_ballast_ultraviolet_lamp,Spectroline BIB-150P Built-In-Ballast Ultraviolet Lamp,"<p>	The world's highest intensity, self-ballasted ultraviolet lamp.</p>",Pine Environmental,Equipment,"Esale, Magnetic Particle Inspection, Magnetic Particle Inspection (MPI), Rental",true,Title,Default Title,,,,,'54146,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1375.jpg?v=1592516164,1,,false,,,,,,,,,,,,,,,,,lb,,,active
gssi_structurescan_mini_hr,GSSI StructureScan Mini HR,"<p>	The StructureScan™ Mini HR is GSSI's all-in-one high-resolution GPR system for concrete inspection. With a 2600 MHz antenna, this handheld system locates rebar, conduits and post-tension cables in depths of up to 16 inches (40 cm).   The StructureScan Mini HR is available in two models; 2D, for real-time target location and 3D, for an x-ray like image. Ideal for complex areas, the StructureScan Mini HR can delineate small targets with superior vertical and horizontal resolution.</p>",Pine Environmental,Equipment,"Concrete Testing, Esale, Ground Penetrating Radar, Rental",true,Title,Default Title,,,,,'54774,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1374.jpg?v=1592516163,1,,false,,,,,,,,,,,,,,,,,lb,,,active
hf_scientific_microtpi_field_portable_turbidimeter_infrared_for_turbidity_t,HF Scientific MicroTPI Field Portable Turbidimeter (Infrared) for Turbidity Testing,"<p>	Designed to provide the ease of portability needed in the field with rugged durability, the MicroTPI is a necessity for anyone monitoring turbidity on the go. The shock-resistant carrying case holds everything necessary for field operation while the instrument itself removes easily to go wherever it is needed. With resolution of 0.01 NTU and an extended range to 1,100 NTU, the Infrared MicroTPI is a perfect partner for field use.</p>",Pine Environmental,Equipment,"Esale, Rental, Turbidity Meters",true,Title,Default Title,,,,,'55041,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1373.jpg?v=1592516161,1,,false,,,,,,,,,,,,,,,,,lb,,,active
ysi_exo1_multiparameter_sonde,YSI EXO1 Multiparameter Sonde,"<p>	The EXO advanced water quality monitoring platform includes the versatile multiparameter EXO1 sonde for estuarine, surface water, or ground water applications.</p>",YSI,Equipment,"Esale, Rental, Water Quality Meters",true,Title,Default Title,,,,,'54783,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1371.jpg?v=1592516148,1,,false,,,,,,,,,,,,,,,,,lb,,,active
rae_systems_qrae_3,RAE Systems QRAE 3,"<p>QRAE 3 is a versatile, rugged, one to four sensor pumped or diffusion gas monitor that provides continuous exposure monitoring of oxygen (O2), combustibles, and toxic gases, including hydrogen sulfide (H2S), and carbon monoxide (CO) <span>for workers and responders in hazardous environments. Optional sensors include </span>sulfur dioxide (SO2) and hydrogen cyanide (HCN).</p>
<p>The QRAE 3's wireless communications capability enables access to real-time instrument readings and alarm status (including man-down alarm) from any location for better visibility and faster response. Real-time hazard readings can also be communicated to the ProRAE Guardian Safety System and the EchoView Host Mini-Controller Closed-Loop Wireless System for safety-enhancing wireless monitoring.</p>",RAE Systems,Equipment,"Esale, Multi / Single Gas Monitors, Multi-Gas Monitors, Rental",true,Title,Default Title,,,,,'51260,0.0,,deny,manual,0.00,,false,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1369.jpg?v=1592516146,1,,false,,,,,,,,,,,,,,,,,lb,,,active
rki_eagle_2_6_gas_sample_drawing_monitor,RKI Eagle 2 (6-Gas Sample Drawing Monitor),"<p>	RKI is proud to offer the next generation of our popular EAGLE portable gas detector. Equipped with features that are not available on competitive units, the EAGLE 2 is a powerful instrument that does more than just offer the standard confined space protection for LEL, O2, H2S and CO.</p><p>	The EAGLE 2 available features include a PID sensor for detecting high or low ppm levels (0-50 &amp; 0-2,000) of VOC gases; % volume capability for CH4 and H2 using a TC (thermal conductivity) sensor; ppm or LEL hydrocarbon detection at the push of a button; infrared sensors for CO2 (ppm or % volume), methane or hydrocarbons in LEL and % volume ranges; Optional LEL / ppm H2 specific sensor, methane elimination feature for environmental applications; and a variety of super toxic gases.</p>",RKI,Equipment,"Esale, Multi / Single Gas Monitors, Multi-Gas Monitors, Rental",true,Title,Default Title,,,,,'51103,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1368.jpg?v=1592516145,1,,false,,,,,,,,,,,,,,,,,lb,,,active
rae_systems_qrae_ii_multi_gas_monitor_pump,RAE Systems QRAE II Multi-Gas Monitor (Pump),"<p>The QRAE II is a full-featured, compact, one to four sensor gas detector for oxygen, combustibles, hydrogen sulfide, or carbon monoxide.  Key features include easy-to-change battery pack, a water-resistant case and a new state-of-the-art O2 sensor.</p>",RAE Systems,Equipment,"Esale, Multi / Single Gas Monitors, Multi-Gas Monitors, Rental",true,Title,Default Title,,,,,'51259,0.0,,deny,manual,0.00,,false,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1367.jpg?v=1592516144,1,,false,,,,,,,,,,,,,,,,,lb,,,active
elcometer_456_with_straight_ferrous_substrate_probe,Elcometer 456 (Model T) with Straight Ferrous Substrate Probe,"<p>	The new Elcometer 456 coating thickness gauge sets new standards measuring the thickness of a coating, helping you to become more efficient.   Integral coating thickness gauges are ideal for single handed operation as the wide footprint of the Bigfoot™ internal probe provides greater stability during dry film thickness measurment - allowing for consistent, repeatable and accurate results.   The Model T features memory, alpha-numeric batching and Bluetooth ® communication.</p>",Elcometer,Equipment,"Coating & Paint Inspection, Esale, Rental, Thickness Gauges",true,Title,Default Title,,,,,'54963,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1364.jpg?v=1592516143,1,,false,,,,,,,,,,,,,,,,,lb,,,active
elcometer_456_with_straight_ferrous_substrate_probe,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1365_72e0b855-45e8-4437-9e4c-9f21001bec1b.jpg?v=1592516143,2,,,,,,,,,,,,,,,,,,,,,,
elcometer_456_with_straight_ferrous_substrate_probe,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1366_84467865-6a43-45ce-ad8d-9e36b25f02f4.jpg?v=1592516143,3,,,,,,,,,,,,,,,,,,,,,,
drager_x_act_5000,Drager-X-act 5000,"<p>	The automatic tube pump DrÃ¤ger X-act ® 5000 is the first all-in-one solution designed for measurements with DrÃ¤ger Short-term Tubes and for Sampling Tubes and Systems. Ease of operation and a high degree of reliability compliment the measurement and sampling of gases, vapors and aerosols.</p>",Pine Environmental,Equipment,"Air Sampling Accessories, Air Sampling Pumps, Esale, Rental",true,Title,Default Title,,,,,'54540,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1363.jpg?v=1592516139,1,,false,,,,,,,,,,,,,,,,,lb,,,active
cygnus_rope,Cygnus ROPE,<p>	The Cygnus ROPE is an Ultrasonic Thickness Gauge specifically designed for the professional rope access technician.</p>,Pine Environmental,Equipment,"Esale, Rental, Thickness Gauges",true,Title,Default Title,,,,,'54852,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1361.jpg?v=1592516138,1,,false,,,,,,,,,,,,,,,,,lb,,,active
cygnus_rope,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1362_6da1fdfb-17ec-47b1-ae3f-24dd095fa576.jpg?v=1592516138,2,,,,,,,,,,,,,,,,,,,,,,
3m_soundpro_datalogging_octave_tra_kit,3M SoundPro Datalogging Octave TRA Kit,"<p>The SoundPro™ DL's powerful feature set makes it easy to document and analyze noise exposures. </p>
<p>This hand-held instrument includes two virtual sound level meters to take full or third octave band real-time measurements while simultaneously measuring broadband sound and features time history data logging with 1 second to 60 minute intervals.</p>
<p> </p>",Pine Environmental,Equipment,Esale Rental Sound Level Meters,false,Title,Default Title,,,,,'54504,0.0,,deny,manual,0.00,,false,false,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1360.jpg?v=1592516134,1,,false,,,,,,,,,,,,,,,,,lb,,,active
extech_instruments_heavy_duty_light_meter_with_pc_interface,Extech Instruments Heavy Duty Light Meter with PC Interface,"<p>	Light meter with four lighting types Tungsten/Daylight, Fluorescent, Sodium, and Mercury.   This light meter offers selectable lighting types, data record/recall, relative display mode, and PC interface. This professional meter, with proper care, will provide years of safe reliable service.</p>",Pine Environmental,Equipment,"Esale, Light Meters, Light/Electromagnetic Meters, Rental",true,Title,Default Title,,,,,'55004,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1359.jpg?v=1592516132,1,,false,,,,,,,,,,,,,,,,,lb,,,active
aut_solutions_nanoscan,AUT Solutions NanoScan,"<p>	The NanoScan is the first multi-functional manual hand scanner designed for advanced ultrasonic techniques such as single or dual probe Phased Array, TOFD, B and C-scan and Short Range Guided Wave (SRGW). It is a very small, low profile and lightweight encoded scanner with magnetic wheels which is sold in 4 different kit configurations that will allow you to perform single or dual probe setups and also nozzle inspection.   The nozzle attachment also enables you to perform SRGW scans on a storage tank's annular ring from the<br>	outside at the chime area. The NanoScan works well for circumferential and axial scanning and is designed to hold many types of conventional and advanced probes &amp; wedges. The probe forks are adjustable and come standard with 5mm and 8mm Olympus style probe holders plus cone set screws for indented probe.</p>",Pine Environmental,Equipment,"Esale, Rental, Ultrasonic Flaw Detectors & Phased Array Systems",true,Title,Default Title,,,,,'54856,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1352.jpg?v=1592516130,1,,false,,,,,,,,,,,,,,,,,lb,,,active
aut_solutions_nanoscan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1353_74f92750-f14f-41fa-b5ea-fdcced10a159.jpg?v=1592516130,2,,,,,,,,,,,,,,,,,,,,,,
aut_solutions_nanoscan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1354_2c1d2876-4423-4c88-8b34-381866387601.jpg?v=1592516130,3,,,,,,,,,,,,,,,,,,,,,,
aut_solutions_nanoscan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1355_f49bebc5-7a0a-4fc4-b072-288da80022a9.jpg?v=1592516130,4,,,,,,,,,,,,,,,,,,,,,,
aut_solutions_nanoscan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1356_45294ad7-db76-4a0d-9b49-051960c7cfd7.jpg?v=1592516131,5,,,,,,,,,,,,,,,,,,,,,,
aut_solutions_nanoscan,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1357_b1ce84fb-0bc7-4434-b177-2132eb87188f.jpg?v=1592516131,6,,,,,,,,,,,,,,,,,,,,,,
narda_iec_62233_compatible_field_probe_for_the_extended_mobile_communicatio,Narda IEC-62233 Compatible Field Probe for the Extended Mobile Communications Range,<p>	IEC-62233 compatible field probe for the extended mobile communications range</p>,Pine Environmental,Equipment,"Esale, Radiation & EMF Meters, Rental",true,Title,Default Title,,,,,'54788,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1351.jpg?v=1592516123,1,,false,,,,,,,,,,,,,,,,,lb,,,active
teledyne_model_t100,Teledyne Model T100,"<p>	The Model T100 uses the proven UV fluorescence principle, coupled with a state of the art user interface to provide easy, accurate, and dependable measurements of low level SO2.   Exceptional stability is achieved with the use of an optical shutter to compensate for PMT drift and a reference detector to correct for changes in UV lamp intensity. A hydrocarbon ""˜kicker' and advanced optical design combine to prevent inaccuracies due to interferents.   All T Series instruments offer an advanced color display, capacitive touch screen, intuitive user interface, flexible I/0, and built-in data acquisition capability. All instrument set up, control and access to stored data and diagnostic information is available through the front panel, or via RS232, Ethernet, or USB com ports either locally or by remote connection using the<br>	included APIcom™ software.</p>",Teledyne API,Equipment,"Esale, Rental, Sulfur Dioxide (SO2)",true,Title,Default Title,,,,,,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1349.jpg?v=1592516122,1,,false,,,,,,,,,,,,,,,,,lb,,,active
teledyne_model_701_zero_air_system,Teledyne Model 701 Zero Air System,"<p>The Model 701 is an excellent source of clean, dry air for dilution calibrators. It also may be used as a source of purge air for permeation tube ovens or burner air for FID analyzers. The regenerative, heatless dryer removes water and produces gas with a dewpoint of less than -20°C (up to 15 SLPM flow rate) independent of the inlet dewpoint and assists in the removal of other gases, greatly increasing the life of the chemical scrubbers. The basic Model 701 includes an oil and diaphragm free pump plus scrubbers to remove SO2, NO, NO2, O3, NH3, and H2S. Optional high-performance scrubbers are available to remove CO and Hydrocarbons.   Inlet air is pulled into the pump and routed through a pre-cooler and water trap to remove moisture. The air then passes through the regenerative scrubber for final drying and then to the storage tank. The tank pressure is monitored and maintained at a preset level by cycling the pump automatically as needed, thereby extending both the pump and scrubber life. Outlet air then passes through a filter to assure a clean,<br> dry, analytical zero air supply. A microcontroller cycles the regenerative dryer and water trap valves preventing the pump from starting against full head pressure. The Model 701 is an ideal accessory to the Model T700 Series Dilution Calibrators or as a zero air source for analyzers.</p>",Teledyne API,Equipment,"CEMS &amp; Protocol Gas, Dilution & Calibrators, Esale, Rental, Source Analyzers",true,Title,Default Title,,,,,'54945,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1348.jpg?v=1592516120,1,,false,,,,,,,,,,,,,,,,,lb,,,active
teledyne_model_t200_chemiluminescence_no_no2_nox_analyzer,Teledyne Model T200 Chemiluminescence NO/NO2/NOx Analyzer,"<p>	The Model T200 NO/NO2/NOx analyzer uses the proven chemiluminescence detection principle, coupled with state-of-the-art electronics to allow accurate and dependable low level measurements for use as an ambient analyzer or dilution CEMS monitor.   A unique AutoZero feature provides superb stability by continuously correcting for zero drift, while advanced Adaptive Filtering allows the analyzer to optimize performance under changing conditions. The Model T200 includes a permeation inlet dryer for ozone generation to provide excellent reliability with no periodic replacement required. A catalytic exhaust ozone scrubber is standard for maximum safety and pump life.   All T Series instruments offer an advanced color display, capacitive touch screen, intuitive user interface, flexible I/0, and built-in data acquisition capability. All instrument set up, control and access to stored data and diagnostic information is available through the front panel, or via RS232, Ethernet, or USB com ports either locally or by remote connection using the Ranges: 0-50 ppb to 0-20 ppm,<br>	user selectableincluded APIcom™ software.</p>",Teledyne API,Equipment,"Esale, Nitrogen Oxides (NOx), Nitrogen Oxides (NOx) Analyzers, Rental",true,Title,Default Title,,,,,'54581,0.0,,deny,manual,0.00,,false,true,,https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1347.jpg?v=1592516119,1,,false,,,,,,,,,,,,,,,,,lb,,,active
polaris_ranger_crew_570,Polaris Ranger Crew 570,"<p>	Polaris ® Ranger ® Crew ® 570 Sage Green<br>	Hardest Working Features<br>	The ProStar ® Engine Advantage<br>	The RANGER CREW 570 ProStar engine is purpose built, tuned and designed alongside the vehicle - resulting in an optimal balance of smooth, reliable power. The ProStar 570 engine was developed with the ultimate combination of high power density, excellent fuel efficiency and ease of maintenance.</p><p>	ProStar ® Pulling Power<br>	Featuring a powerful 44 HP ProStar engine""  that leaves the utility side-by-side competition in the dust - 11% more than the 2014 Honda Pioneer™ 700 4"" "" . The RANGER CREW 570 delivers more torque and rear wheel pulling power to get the job done. Disclaimer: "" All competitive comparisons are based on 2013/2014 models and on published manufacturer specifications available at time of printing. Pioneer ® is a registered trademark of Honda Motor Co., Ltd. HP numbers are based on 2013 Executive Orders issued by the California Air Resources Board (CARB) "" "" All horsepower specs tested and verified by a third party entity.</p><p>	On-Demand True All-Wheel Drive<br>	With the Polaris true AWD advantage, all four wheels engage automatically when your vehicle needs more forward traction and reverts back to 2WD when it doesn't. When in 2WD, the VersaTrac Turf Mode switch unlocks the rear differential for easier, tighter turns that won't tear up your lawn.</p><p>	Engine Management System<br>	The engine management system (EMS) delivers optimal torque and horsepower, plus smooth throttle at all speeds and reverse. The EMS, paired with the ProStar ® engine and clutching advantage, also allows for optimal fuel economy.</p><p>	Class-leading Towing and Payload<br>	NEW! Now with 20% more towing capacity - 1,500 lbs. - and standard 2"", receiver, the RANGER CREW 570 allows you to tackle the toughest jobs with confidence. Additionally, a 1,250 lbs. payload capacity is highlighted by a rear box with gas-assist dumping operation that can tote up to 500 lbs. of materials</p><p>	Smoothest Riding Features<br>	All-Day Riding Comfort<br>	We designed the RANGER CREW 570 with an ideal seat height combined with wide foot clearance for easy entry and exit. NEW! Plus, experience updated bench seats engineered for all-day riding comfort and standard tilt steering wheel adjustment!</p><p>	Smooth Riding Suspension<br>	NEW! To ensure a smooth ride, the RANGER CREW 570 features a full 9"", (22.9 cm) of suspension travel up front and 10"", (25.4 cm) of Independent Rear Suspension travel - an increase of 11% at all four corners.</p><p>	Nimble Handling<br>	For nimble handling, the RANGER CREW 570 features an ideal 105"", (267 cm) wheelbase paired with a full 10 inches (25.4 cm) of ground clearance.</p><p>	Versatile Carlisle Tires<br>	Versatile Carlisle 489 tires offer good traction and easy steering. With a rounded corner tread pattern, the tires provided extra grip while turning.</p><p>	Revolutionary Integration Features<br>	Pro-Fit™ Advantage<br>	Welcome to the new standard in accessory integration, quality and fit and finish with the industry-exclusive Pro-Fit™ cab system. The highly modular cab system offers cab options from robust canvas doors featuring a poly windshield to premium automotive glass tip-out windshields and power window molded doors. Even better, the purpose built chassis features dedicated component attachment points to allow for extremely efficient cab installation or removal.</p><p>	Styling with a Purpose<br>	NEW! The RANGER CREW 570 headlight shape allows for an enhanced 50W beam spread, so you can navigate dawn, dusk or machine sheds efficiently. Updated driver and passenger side nets allow for easy entry and exit of the vehicle plus great sight lines.Manu</p>",Pine Environmental,Equipment,"All-Terrain Vehicles, ATVs, Esale, Rental",false,Title,Default Title,,,,,'54770,0.0,,deny,manual,0.00,,false,true,"",https://cdn.shopify.com/s/files/1/0037/6635/3966/products/1345.jpg?v=1592516117,1,,false,,,,,,,,,,,,,,,,,lb,,,active
